tier	candidate	candidate_ensembl	candidate_mgi	candidate_name	mito_rxn	mito_subsystem	mito_rxn_description	mito_ec	mito_gpr_state	mito_gpr_genes	evidence	n_shared_genes	shared_genes	paralogue_of	already_elsewhere_in_model	mouse1_rxns	n_mouse1_rxns	mouse1_compartments	mouse1_subsystems	candidate_promiscuity	candidate_context
B	Aqp7	ENSMUSG00000028427	MGI:1314647	aquaporin 7	GLYCt	Boundary conditions - alternative fuels	glycerol transport via channel		empty	(none)	bigg,struct	0			False	MAR00444	1	ce	Transport reactions	3	isozyme
B	Slc6a8	ENSMUSG00000019558	MGI:2147834	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	r0942	Boundary conditions - alternative fuels	Creatine storage		empty	(none)	bigg,struct	0			False	MAR04992	1	ce	Transport reactions	8	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	ACACt2	Boundary conditions - core	acetoacetate transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04976	1	ce	Transport reactions	80	isozyme
B	Slc16a3	ENSMUSG00000025161	MGI:1933438	solute carrier family 16 (monocarboxylic acid transporters), member 3	ACACt2	Boundary conditions - core	acetoacetate transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04976	1	ce	Transport reactions	67	isozyme
B	Slc16a4	ENSMUSG00000027896	MGI:2385183	solute carrier family 16 (monocarboxylic acid transporters), member 4	ACACt2	Boundary conditions - core	acetoacetate transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04976	1	ce	Transport reactions	64	isozyme
B	Slc16a5	ENSMUSG00000045775	MGI:2443515	solute carrier family 16 (monocarboxylic acid transporters), member 5	ACACt2	Boundary conditions - core	acetoacetate transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04976	1	ce	Transport reactions	64	isozyme
B	Slc16a6	ENSMUSG00000041920	MGI:2144585	solute carrier family 16 (monocarboxylic acid transporters), member 6	ACACt2	Boundary conditions - core	acetoacetate transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04976	1	ce	Transport reactions	64	isozyme
B	Slc16a7	ENSMUSG00000020102	MGI:1330284	solute carrier family 16 (monocarboxylic acid transporters), member 7	ACACt2	Boundary conditions - core	acetoacetate transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04976	1	ce	Transport reactions	68	isozyme
B	Slc16a8	ENSMUSG00000032988	MGI:1929519	solute carrier family 16 (monocarboxylic acid transporters), member 8	ACACt2	Boundary conditions - core	acetoacetate transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04976	1	ce	Transport reactions	64	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	BHBt	Boundary conditions - core	(R)-3-Hydroxybutanoate transport via H+ symport		empty	(none)	bigg,struct	0			False	MAR05018	1	ce	Transport reactions	80	isozyme
B	Slc16a3	ENSMUSG00000025161	MGI:1933438	solute carrier family 16 (monocarboxylic acid transporters), member 3	BHBt	Boundary conditions - core	(R)-3-Hydroxybutanoate transport via H+ symport		empty	(none)	bigg,struct	0			False	MAR05018	1	ce	Transport reactions	67	isozyme
B	Slc16a4	ENSMUSG00000027896	MGI:2385183	solute carrier family 16 (monocarboxylic acid transporters), member 4	BHBt	Boundary conditions - core	(R)-3-Hydroxybutanoate transport via H+ symport		empty	(none)	bigg,struct	0			False	MAR05018	1	ce	Transport reactions	64	isozyme
B	Slc16a5	ENSMUSG00000045775	MGI:2443515	solute carrier family 16 (monocarboxylic acid transporters), member 5	BHBt	Boundary conditions - core	(R)-3-Hydroxybutanoate transport via H+ symport		empty	(none)	bigg,struct	0			False	MAR05018	1	ce	Transport reactions	64	isozyme
B	Slc16a6	ENSMUSG00000041920	MGI:2144585	solute carrier family 16 (monocarboxylic acid transporters), member 6	BHBt	Boundary conditions - core	(R)-3-Hydroxybutanoate transport via H+ symport		empty	(none)	bigg,struct	0			False	MAR05018	1	ce	Transport reactions	64	isozyme
B	Slc16a7	ENSMUSG00000020102	MGI:1330284	solute carrier family 16 (monocarboxylic acid transporters), member 7	BHBt	Boundary conditions - core	(R)-3-Hydroxybutanoate transport via H+ symport		empty	(none)	bigg,struct	0			False	MAR05018	1	ce	Transport reactions	68	isozyme
B	Slc16a8	ENSMUSG00000032988	MGI:1929519	solute carrier family 16 (monocarboxylic acid transporters), member 8	BHBt	Boundary conditions - core	(R)-3-Hydroxybutanoate transport via H+ symport		empty	(none)	bigg,struct	0			False	MAR05018	1	ce	Transport reactions	64	isozyme
B	Slc2a1	ENSMUSG00000028645	MGI:95755	solute carrier family 2 (facilitated glucose transporter), member 1	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	7	isozyme
B	Slc2a10	ENSMUSG00000027661	MGI:2156687	solute carrier family 2 (facilitated glucose transporter), member 10	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	2	isozyme
B	Slc2a12	ENSMUSG00000037490	MGI:3052471	solute carrier family 2 (facilitated glucose transporter), member 12	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	1	isozyme
B	Slc2a2	ENSMUSG00000027690	MGI:1095438	solute carrier family 2 (facilitated glucose transporter), member 2	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	5	isozyme
B	Slc2a3	ENSMUSG00000003153	MGI:95757	solute carrier family 2 (facilitated glucose transporter), member 3	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	6	isozyme
B	Slc2a4	ENSMUSG00000018566	MGI:95758	solute carrier family 2 (facilitated glucose transporter), member 4	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	3	isozyme
B	Slc2a5	ENSMUSG00000028976	MGI:1928369	solute carrier family 2 (facilitated glucose transporter), member 5	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	3	isozyme
B	Slc2a6	ENSMUSG00000036067	MGI:2443286	solute carrier family 2 (facilitated glucose transporter), member 6	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	1	isozyme
B	Slc2a7	ENSMUSG00000062064	MGI:3650865	solute carrier family 2 (facilitated glucose transporter), member 7	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	2	isozyme
B	Slc2a8	ENSMUSG00000026791	MGI:1860103	solute carrier family 2, (facilitated glucose transporter), member 8	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	3	isozyme
B	Slc2a9	ENSMUSG00000005107	MGI:2152844	solute carrier family 2 (facilitated glucose transporter), member 9	GLCt1r	Boundary conditions - core	glucose transport		empty	(none)	struct	0			False	MAR05029	1	ce	Transport reactions	3	isozyme
B	Cd36	ENSMUSG00000002944	MGI:107899	CD36 molecule	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	68	isozyme
B	Fabp1	ENSMUSG00000054422	MGI:95479	fatty acid binding protein 1, liver	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	71	isozyme
B	Fabp12	ENSMUSG00000027530	MGI:1922747	fatty acid binding protein 12	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	67	isozyme
B	Fabp2	ENSMUSG00000023057	MGI:95478	fatty acid binding protein 2, intestinal	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	67	isozyme
B	Fabp3	ENSMUSG00000028773	MGI:95476	fatty acid binding protein 3, muscle and heart	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	67	isozyme
B	Fabp4	ENSMUSG00000062515	MGI:88038	fatty acid binding protein 4, adipocyte	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	67	isozyme
B	Fabp5	ENSMUSG00000027533	MGI:101790	fatty acid binding protein 5, epidermal	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	67	isozyme
B	Fabp6	ENSMUSG00000020405	MGI:96565	fatty acid binding protein 6	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	67	isozyme
B	Fabp7	ENSMUSG00000019874	MGI:101916	fatty acid binding protein 7, brain	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	67	isozyme
B	Fabp9	ENSMUSG00000027528	MGI:1194881	fatty acid binding protein 9, testis	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	67	isozyme
B	Slc27a1	ENSMUSG00000031808	MGI:1347098	solute carrier family 27 (fatty acid transporter), member 1	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	102	isozyme
B	Slc27a3	ENSMUSG00000027932	MGI:1347358	solute carrier family 27 (fatty acid transporter), member 3	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	100	isozyme
B	Slc27a4	ENSMUSG00000059316	MGI:1347347	solute carrier family 27 (fatty acid transporter), member 4	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	104	isozyme
B	Slc27a6	ENSMUSG00000024600	MGI:3036230	solute carrier family 27 (fatty acid transporter), member 6	HDCAtr	Boundary conditions - core	fatty acid transport via diffusion		empty	(none)	bigg,struct	0			False	MAR00216	1	ce	Transport reactions	81	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	L_LACt2r	Boundary conditions - core	L-lactate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05998	1	ce	Transport reactions	80	isozyme
B	Slc16a3	ENSMUSG00000025161	MGI:1933438	solute carrier family 16 (monocarboxylic acid transporters), member 3	L_LACt2r	Boundary conditions - core	L-lactate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05998	1	ce	Transport reactions	67	isozyme
B	Slc16a4	ENSMUSG00000027896	MGI:2385183	solute carrier family 16 (monocarboxylic acid transporters), member 4	L_LACt2r	Boundary conditions - core	L-lactate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05998	1	ce	Transport reactions	64	isozyme
B	Slc16a5	ENSMUSG00000045775	MGI:2443515	solute carrier family 16 (monocarboxylic acid transporters), member 5	L_LACt2r	Boundary conditions - core	L-lactate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05998	1	ce	Transport reactions	64	isozyme
B	Slc16a6	ENSMUSG00000041920	MGI:2144585	solute carrier family 16 (monocarboxylic acid transporters), member 6	L_LACt2r	Boundary conditions - core	L-lactate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05998	1	ce	Transport reactions	64	isozyme
B	Slc16a7	ENSMUSG00000020102	MGI:1330284	solute carrier family 16 (monocarboxylic acid transporters), member 7	L_LACt2r	Boundary conditions - core	L-lactate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05998	1	ce	Transport reactions	68	isozyme
B	Slc16a8	ENSMUSG00000032988	MGI:1929519	solute carrier family 16 (monocarboxylic acid transporters), member 8	L_LACt2r	Boundary conditions - core	L-lactate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR05998	1	ce	Transport reactions	64	isozyme
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	HIStiDF	Boundary conditions - essential amino acids	L-histidine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05070	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	ILEtec	Boundary conditions - essential amino acids	L-isoleucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05092	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	LEUtec	Boundary conditions - essential amino acids	L-leucine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05085	1	ce	Transport reactions	18	complex
B	Slc38a4	ENSMUSG00000022464	MGI:1916604	solute carrier family 38, member 4	LYStiDF	Boundary conditions - essential amino acids	L-lysine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05071	1	ce	Transport reactions	17	isozyme
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	LYStiDF	Boundary conditions - essential amino acids	L-lysine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05071	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	LYStiDF	Boundary conditions - essential amino acids	L-lysine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05071	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	LYStiDF	Boundary conditions - essential amino acids	L-lysine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05071	1	ce	Transport reactions	24	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	METtec	Boundary conditions - essential amino acids	L-methionine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05073	1	ce	Transport reactions	18	complex
B	Slc16a10	ENSMUSG00000019838	MGI:1919722	solute carrier family 16 (monocarboxylic acid transporters), member 10	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	4	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	PHEtec	Boundary conditions - essential amino acids	L-phenylalanine transport via diffusion (extracellular to cytosol)		empty	(none)	bigg,struct	0			False	MAR05082	1	ce	Transport reactions	18	complex
